288	0
243	1
132	2
185	3
223	4
22	5
453	6
208	7
175	8
375	9
241	10
110	11
397	12
97	13
220	14
348	15
480	16
347	17
186	18
319	19
430	20
280	21
321	22
260	23
23	24
308	25
400	26
40	27
138	28
267	29
197	30
265	31
163	32
147	33
307	34
231	35
328	36
374	37
379	38
117	39
229	40
411	41
43	42
158	43
34	44
155	45
498	46
287	47
396	48
119	49
109	50
368	51
442	52
189	53
313	54
286	55
129	56
238	57
70	58
485	59
2	60
45	61
376	62
332	63
407	64
156	65
154	66
36	67
345	68
408	69
199	70
344	71
72	72
168	73
458	74
10	75
121	76
340	77
254	78
487	79
315	80
65	81
406	82
173	83
124	84
166	85
447	86
366	87
429	88
350	89
146	90
190	91
181	92
89	93
497	94
390	95
68	96
364	97
233	98
100	99
330	100
300	101
327	102
413	103
184	104
470	105
317	106
235	107
275	108
224	109
478	110
264	111
270	112
180	113
274	114
329	115
259	116
371	117
427	118
484	119
240	120
128	121
398	122
297	123
437	124
41	125
410	126
358	127
377	128
381	129
386	130
151	131
449	132
137	133
479	134
91	135
37	136
53	137
454	138
162	139
12	140
318	141
201	142
252	143
177	144
84	145
412	146
418	147
118	148
426	149
401	150
135	151
123	152
244	153
205	154
378	155
255	156
142	157
33	158
441	159
9	160
459	161
131	162
499	163
269	164
290	165
202	166
92	167
27	168
282	169
322	170
425	171
19	172
172	173
395	174
98	175
245	176
391	177
284	178
76	179
372	180
289	181
256	182
51	183
217	184
111	185
249	186
232	187
461	188
126	189
266	190
423	191
234	192
14	193
431	194
209	195
417	196
416	197
247	198
64	199
86	200
402	201
125	202
419	203
360	204
455	205
169	206
153	207
88	208
62	209
206	210
489	211
335	212
432	213
361	214
492	215
251	216
225	217
462	218
466	219
47	220
370	221
60	222
143	223
490	224
87	225
445	226
56	227
435	228
167	229
444	230
385	231
387	232
285	233
482	234
141	235
304	236
39	237
139	238
404	239
367	240
5	241
165	242
35	243
55	244
365	245
446	246
106	247
292	248
96	249
493	250
324	251
320	252
342	253
193	254
316	255
13	256
272	257
24	258
93	259
21	260
46	261
79	262
312	263
343	264
352	265
438	266
271	267
63	268
346	269
439	270
157	271
488	272
78	273
440	274
145	275
242	276
338	277
474	278
134	279
67	280
359	281
337	282
334	283
414	284
188	285
491	286
99	287
73	288
32	289
161	290
122	291
171	292
176	293
77	294
424	295
465	296
281	297
468	298
198	299
130	300
392	301
257	302
116	303
486	304
420	305
354	306
428	307
174	308
399	309
48	310
298	311
215	312
305	313
415	314
152	315
3	316
194	317
107	318
28	319
149	320
103	321
114	322
213	323
15	324
457	325
108	326
283	327
30	328
101	329
452	330
278	331
1	332
433	333
59	334
262	335
71	336
261	337
339	338
11	339
310	340
222	341
204	342
273	343
302	344
25	345
460	346
211	347
471	348
6	349
296	350
226	351
472	352
494	353
160	354
403	355
82	356
191	357
294	358
237	359
246	360
405	361
105	362
38	363
57	364
369	365
66	366
355	367
373	368
384	369
20	370
81	371
443	372
26	373
196	374
83	375
216	376
311	377
356	378
476	379
394	380
483	381
299	382
95	383
434	384
293	385
469	386
203	387
467	388
159	389
388	390
301	391
422	392
136	393
7	394
436	395
219	396
49	397
331	398
182	399
464	400
179	401
164	402
85	403
140	404
170	405
127	406
323	407
115	408
475	409
380	410
326	411
362	412
248	413
421	414
218	415
120	416
17	417
456	418
178	419
52	420
183	421
295	422
42	423
8	424
195	425
207	426
341	427
314	428
463	429
192	430
309	431
357	432
69	433
336	434
451	435
276	436
258	437
353	438
303	439
50	440
291	441
409	442
389	443
477	444
325	445
16	446
382	447
104	448
61	449
383	450
94	451
227	452
144	453
75	454
214	455
228	456
148	457
349	458
495	459
90	460
239	461
210	462
333	463
112	464
221	465
113	466
450	467
29	468
236	469
263	470
268	471
54	472
200	473
230	474
58	475
496	476
18	477
306	478
150	479
351	480
448	481
363	482
277	483
4	484
133	485
44	486
473	487
481	488
187	489
74	490
393	491
80	492
279	493
212	494
31	495
102	496
253	497
250	498
0	499
